"DateTime","Skew 30 Days"
"2023-02-22 00:00:00",4.3
"2023-02-22 00:30:00",3.87
"2023-02-22 01:00:00",3.87
"2023-02-22 01:30:00",3.33
"2023-02-22 02:00:00",2.83
"2023-02-22 02:30:00",3.4
"2023-02-22 03:00:00",3.43
"2023-02-22 03:30:00",3.42
"2023-02-22 04:00:00",3.85
"2023-02-22 04:30:00",4.26
"2023-02-22 05:00:00",3.76
"2023-02-22 05:30:00",3.54
"2023-02-22 06:00:00",3.3
"2023-02-22 06:30:00",3.7
"2023-02-22 07:00:00",3.6
"2023-02-22 07:30:00",3.8
"2023-02-22 08:00:00",4.06
"2023-02-22 08:30:00",4.04
"2023-02-22 09:00:00",4.22
"2023-02-22 09:30:00",4.56
"2023-02-22 10:00:00",4.89
"2023-02-22 10:30:00",5.1
"2023-02-22 11:00:00",4.55
"2023-02-22 11:30:00",4.7
"2023-02-22 12:00:00",4.06
"2023-02-22 12:30:00",4.11
"2023-02-22 13:00:00",4.09
"2023-02-22 13:30:00",4.49
"2023-02-22 14:00:00",4.13
"2023-02-22 14:30:00",4.77
"2023-02-22 15:00:00",4.35
"2023-02-22 15:30:00",4.87
"2023-02-22 16:00:00",4.15
"2023-02-22 16:30:00",5.36
"2023-02-22 17:00:00",4.87
"2023-02-22 17:30:00",4.94
"2023-02-22 18:00:00",4.76
"2023-02-22 18:30:00",4
"2023-02-22 19:00:00",4.12
"2023-02-22 19:30:00",3.75
"2023-02-22 20:00:00",4.09
"2023-02-22 20:30:00",4.35
"2023-02-22 21:00:00",4.43
"2023-02-22 21:30:00",3.75
"2023-02-22 22:00:00",5.19
"2023-02-22 22:30:00",5.71
"2023-02-22 23:00:00",4.58
"2023-02-22 23:30:00",4.48
"2023-02-23 00:00:00",4.65
"2023-02-23 00:30:00",5.32
"2023-02-23 01:00:00",5.62
"2023-02-23 01:30:00",5.13
"2023-02-23 02:00:00",5.65
"2023-02-23 02:30:00",5.36
"2023-02-23 03:00:00",3.83
"2023-02-23 03:30:00",3.1
"2023-02-23 04:00:00",2.86
"2023-02-23 04:30:00",3.18
"2023-02-23 05:00:00",3.65
"2023-02-23 05:30:00",4.34
"2023-02-23 06:00:00",3.29
"2023-02-23 06:30:00",3.36
"2023-02-23 07:00:00",3.23
"2023-02-23 07:30:00",4.1
"2023-02-23 08:00:00",3.78
"2023-02-23 08:30:00",3.6
"2023-02-23 09:00:00",3.52
"2023-02-23 09:30:00",3.85
"2023-02-23 10:00:00",3.92
"2023-02-23 10:30:00",4.06
"2023-02-23 11:00:00",3.56
"2023-02-23 11:30:00",4.92
"2023-02-23 12:00:00",4.58
"2023-02-23 12:30:00",3.95
"2023-02-23 13:00:00",4.19
"2023-02-23 13:30:00",4.31
"2023-02-23 14:00:00",4.47
"2023-02-23 14:30:00",3.84
"2023-02-23 15:00:00",3.71
"2023-02-23 15:30:00",3.8
"2023-02-23 16:00:00",4.13
"2023-02-23 16:30:00",3.82
"2023-02-23 17:00:00",4.45
"2023-02-23 17:30:00",4.53
"2023-02-23 18:00:00",3.96
"2023-02-23 18:30:00",4.86
"2023-02-23 19:00:00",5.77
"2023-02-23 19:30:00",5.56
"2023-02-23 20:00:00",5.1
"2023-02-23 20:30:00",4.93
"2023-02-23 21:00:00",5.06
"2023-02-23 21:30:00",5.72
"2023-02-23 22:00:00",5.76
"2023-02-23 22:30:00",4.55
"2023-02-23 23:00:00",5.71
"2023-02-23 23:30:00",5.94
"2023-02-24 00:00:00",6.15
"2023-02-24 00:30:00",6.08
"2023-02-24 01:00:00",6.09
"2023-02-24 01:30:00",6.81
"2023-02-24 02:00:00",6.79
"2023-02-24 02:30:00",6.04
"2023-02-24 03:00:00",5.81
"2023-02-24 03:30:00",5.66
"2023-02-24 04:00:00",5.74
"2023-02-24 04:30:00",5.82
"2023-02-24 05:00:00",5.64
"2023-02-24 05:30:00",5.43
"2023-02-24 06:00:00",5.47
"2023-02-24 06:30:00",6.04
"2023-02-24 07:00:00",5.85
"2023-02-24 07:30:00",5.85
"2023-02-24 08:00:00",4.37
"2023-02-24 08:30:00",4.29
"2023-02-24 09:00:00",5.58
"2023-02-24 09:30:00",5.23
"2023-02-24 10:00:00",5.19
"2023-02-24 10:30:00",4.76
"2023-02-24 11:00:00",5.04
"2023-02-24 11:30:00",4.56
"2023-02-24 12:00:00",4.43
"2023-02-24 12:30:00",4.88
"2023-02-24 13:00:00",4.25
"2023-02-24 13:30:00",4.75
"2023-02-24 14:00:00",5.2
"2023-02-24 14:30:00",6.78
"2023-02-24 15:00:00",5.89
"2023-02-24 15:30:00",6.7
"2023-02-24 16:00:00",6.3
"2023-02-24 16:30:00",5.96
"2023-02-24 17:00:00",4.98
"2023-02-24 17:30:00",4.95
"2023-02-24 18:00:00",5.5
"2023-02-24 18:30:00",5.63
"2023-02-24 19:00:00",5.96
"2023-02-24 19:30:00",5.25
"2023-02-24 20:00:00",5.33
"2023-02-24 20:30:00",4.1
"2023-02-24 21:00:00",4.82
"2023-02-24 21:30:00",5.39
"2023-02-24 22:00:00",4.78
"2023-02-24 22:30:00",5.98
"2023-02-24 23:00:00",5.42
"2023-02-24 23:30:00",5.57
"2023-02-25 00:00:00",5.74
"2023-02-25 00:30:00",5.05
"2023-02-25 01:00:00",5.54
"2023-02-25 01:30:00",5.87
"2023-02-25 02:00:00",6.26
"2023-02-25 02:30:00",4.53
"2023-02-25 03:00:00",4.2
"2023-02-25 03:30:00",5.24
"2023-02-25 04:00:00",3.23
"2023-02-25 04:30:00",4.48
"2023-02-25 05:00:00",4.41
"2023-02-25 05:30:00",3.29
"2023-02-25 06:00:00",2.95
"2023-02-25 06:30:00",4.04
"2023-02-25 07:00:00",3.59
"2023-02-25 07:30:00",3.83
"2023-02-25 08:00:00",5.77
"2023-02-25 08:30:00",5.56
"2023-02-25 09:00:00",5.35
"2023-02-25 09:30:00",4.75
"2023-02-25 10:00:00",5.57
"2023-02-25 10:30:00",5.72
"2023-02-25 11:00:00",4.28
"2023-02-25 11:30:00",4.81
"2023-02-25 12:00:00",4.4
"2023-02-25 12:30:00",4.56
"2023-02-25 13:00:00",5.15
"2023-02-25 13:30:00",4.37
"2023-02-25 14:00:00",3.9
"2023-02-25 14:30:00",4.4
"2023-02-25 15:00:00",4.14
"2023-02-25 15:30:00",3.64
"2023-02-25 16:00:00",3.32
"2023-02-25 16:30:00",3.86
"2023-02-25 17:00:00",3.85
"2023-02-25 17:30:00",3.89
"2023-02-25 18:00:00",3.9
"2023-02-25 18:30:00",3.34
"2023-02-25 19:00:00",2.65
"2023-02-25 19:30:00",3.65
"2023-02-25 20:00:00",2.97
"2023-02-25 20:30:00",3.62
"2023-02-25 21:00:00",4.67
"2023-02-25 21:30:00",4.31
"2023-02-25 22:00:00",8.36
"2023-02-25 22:30:00",6.85
"2023-02-25 23:00:00",7.26
"2023-02-25 23:30:00",6.89
"2023-02-26 00:00:00",6.66
"2023-02-26 00:30:00",6.96
"2023-02-26 01:00:00",7.14
"2023-02-26 01:30:00",6.55
"2023-02-26 02:00:00",6.84
"2023-02-26 02:30:00",6.83
"2023-02-26 03:00:00",7.84
"2023-02-26 03:30:00",7.78
"2023-02-26 04:00:00",6.54
"2023-02-26 04:30:00",7.05
"2023-02-26 05:00:00",6.84
"2023-02-26 05:30:00",7.41
"2023-02-26 06:00:00",7.6
"2023-02-26 06:30:00",7.34
"2023-02-26 07:00:00",7.04
"2023-02-26 07:30:00",7.17
"2023-02-26 08:00:00",7.22
"2023-02-26 08:30:00",7.35
"2023-02-26 09:00:00",7.11
"2023-02-26 09:30:00",5.9
"2023-02-26 10:00:00",6.29
"2023-02-26 10:30:00",6.03
"2023-02-26 11:00:00",6.42
"2023-02-26 11:30:00",6.26
"2023-02-26 12:00:00",7.69
"2023-02-26 12:30:00",7.14
"2023-02-26 13:00:00",6.41
"2023-02-26 13:30:00",6.84
"2023-02-26 14:00:00",7.1
"2023-02-26 14:30:00",6.8
"2023-02-26 15:00:00",5.96
"2023-02-26 15:30:00",6.14
"2023-02-26 16:00:00",6.89
"2023-02-26 16:30:00",7.19
"2023-02-26 17:00:00",6.81
"2023-02-26 17:30:00",6.51
"2023-02-26 18:00:00",7.8
"2023-02-26 18:30:00",6.98
"2023-02-26 19:00:00",7.77
"2023-02-26 19:30:00",9.01
"2023-02-26 20:00:00",8.14
"2023-02-26 20:30:00",9.03
"2023-02-26 21:00:00",6.56
"2023-02-26 21:30:00",7.14
"2023-02-26 22:00:00",7.03
"2023-02-26 22:30:00",7.48
"2023-02-26 23:00:00",7.21
"2023-02-26 23:30:00",6.83
"2023-02-27 00:00:00",7.21
"2023-02-27 00:30:00",7.28
"2023-02-27 01:00:00",6.64
"2023-02-27 01:30:00",8.08
"2023-02-27 02:00:00",7.99
"2023-02-27 02:30:00",7.35
"2023-02-27 03:00:00",7.3
"2023-02-27 03:30:00",6.57
"2023-02-27 04:00:00",6.33
"2023-02-27 04:30:00",6.33
"2023-02-27 05:00:00",6.7
"2023-02-27 05:30:00",6.96
"2023-02-27 06:00:00",6.81
"2023-02-27 06:30:00",7.11
"2023-02-27 07:00:00",7.19
"2023-02-27 07:30:00",6.6
"2023-02-27 08:00:00",6.13
"2023-02-27 08:30:00",6.77
"2023-02-27 09:00:00",6.95
"2023-02-27 09:30:00",5.99
"2023-02-27 10:00:00",6.59
"2023-02-27 10:30:00",6.92
"2023-02-27 11:00:00",6.06
"2023-02-27 11:30:00",4.91
"2023-02-27 12:00:00",4.32
"2023-02-27 12:30:00",4.71
"2023-02-27 13:00:00",4.66
"2023-02-27 13:30:00",3.89
"2023-02-27 14:00:00",2.52
"2023-02-27 14:30:00",3.95
"2023-02-27 15:00:00",3.93
"2023-02-27 15:30:00",3.92
"2023-02-27 16:00:00",4.74
"2023-02-27 16:30:00",5.03
"2023-02-27 17:00:00",4.04
"2023-02-27 17:30:00",3.86
"2023-02-27 18:00:00",3.89
"2023-02-27 18:30:00",3.67
"2023-02-27 19:00:00",3.55
"2023-02-27 19:30:00",3.36
"2023-02-27 20:00:00",4.22
"2023-02-27 20:30:00",2.96
"2023-02-27 21:00:00",5.16
"2023-02-27 21:30:00",5.59
"2023-02-27 22:00:00",5.9
"2023-02-27 22:30:00",4.99
"2023-02-27 23:00:00",5.19
"2023-02-27 23:30:00",4.11
"2023-02-28 00:00:00",5.44
"2023-02-28 00:30:00",5.06
"2023-02-28 01:00:00",5.38
"2023-02-28 01:30:00",6.44
"2023-02-28 02:00:00",6.34
"2023-02-28 02:30:00",6.96
"2023-02-28 03:00:00",6.8
"2023-02-28 03:30:00",6.86
"2023-02-28 04:00:00",6.67
"2023-02-28 04:30:00",6.46
"2023-02-28 05:00:00",5.29
"2023-02-28 05:30:00",4.44
"2023-02-28 06:00:00",5.07
"2023-02-28 06:30:00",4.85
"2023-02-28 07:00:00",4.82
"2023-02-28 07:30:00",4.42
"2023-02-28 08:00:00",4.75
"2023-02-28 08:30:00",5.25
"2023-02-28 09:00:00",5.25
"2023-02-28 09:30:00",4.84
"2023-02-28 10:00:00",5.69
"2023-02-28 10:30:00",6.86
"2023-02-28 11:00:00",6.98
"2023-02-28 11:30:00",6.41
"2023-02-28 12:00:00",4.96
"2023-02-28 12:30:00",5.1
"2023-02-28 13:00:00",5.39
"2023-02-28 13:30:00",5.58
"2023-02-28 14:00:00",5.64
"2023-02-28 14:30:00",6.86
"2023-02-28 15:00:00",6.56
"2023-02-28 15:30:00",6.21
"2023-02-28 16:00:00",6.53
"2023-02-28 16:30:00",6.57
"2023-02-28 17:00:00",6
"2023-02-28 17:30:00",5.71
"2023-02-28 18:00:00",5.3
"2023-02-28 18:30:00",5.23
"2023-02-28 19:00:00",5.23
"2023-02-28 19:30:00",5.87
"2023-02-28 20:00:00",5.73
"2023-02-28 20:30:00",5.39
"2023-02-28 21:00:00",5.7
"2023-02-28 21:30:00",5.39
"2023-02-28 22:00:00",4.81
"2023-02-28 22:30:00",4.16
"2023-02-28 23:00:00",4.76
"2023-02-28 23:30:00",6.17
"2023-03-01 00:00:00",6.24
"2023-03-01 00:30:00",6.35
"2023-03-01 01:00:00",6.39
"2023-03-01 01:30:00",6.07
"2023-03-01 02:00:00",6.34
"2023-03-01 02:30:00",6.86
"2023-03-01 03:00:00",5.72
"2023-03-01 03:30:00",5.07
"2023-03-01 04:00:00",5.39
"2023-03-01 04:30:00",4.62
